"name","website url","symbol text","symbol img url","status","USD raised","time","sale price","current price","return","whitepaper url"
"Global Jobcoin","https://www.globaljobcoin.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/28/2017 - 12/06/2017","","","","https://www.globaljobcoin.com/media/files/documents/GJC_Whitepaper.pdf"
"Verify","https://verify.as/","","https://www.tokendata.io/assets/logos/verify.png","Failed","","","","","","https://verify.as/files/whitepaper.pdf"
"Orada","https://www.orada-ico.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","12/01/2017 - 01/01/2018","","","",""
"Freedom Streaming","https://freedomstreaming.io/","","https://www.tokendata.io/assets/logos/freedom%20streaming.png","Completed","","12/01/2017 - 12/31/2017","","","","https://freedomstreaming.io/assets/files/Whitepaper.pdf"
"Blockchain Programmatic Corporation","https://bpcplatform.com/","","https://www.tokendata.io/assets/logos/blockchain%20programmatic%20corporation.png","Completed","","12/14/2017 - 12/30/2017","","","","https://bpcplatform.com/assets/files/bpc_wp.pdf"
"Gaze Coin","https://www.gazecoin.io/","","https://www.tokendata.io/assets/logos/gaze%20coin.png","Completed","","12/10/2017 - 12/12/2017","","","","https://media.gazecoin.io/static/GazeCoin_WhitePaper.pdf"
"Security Plus Cloud","https://www.securitypluscloud.com.au/","","https://www.tokendata.io/assets/logos/security%20plus%20cloud.png","Completed","","11/22/2017 - 12/06/2017","","","","https://www.securitypluscloud.com.au/SPC-ICO-Whitepaper.pdf"
"DropDeck","https://dropdeck.io/","","https://www.tokendata.io/assets/logos/dropdeck.png","Failed","","11/21/2017 - 12/21/2017","","","","https://drive.google.com/file/d/0B-ngm-zezrFQaHNxaHZWTnNNMTA/view"
"injii Access Coin","https://coin.injii.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/20/2017 - 12/15/2017","","","",""
"Dimensions Network","https://dimensions.network/en/","","https://www.tokendata.io/assets/logos/dimensions%20network.png","Completed","","01/24/2018 - 02/24/2018","","","","https://dimensions.network/static/home/doc/DimensionsNetworkWhitepaper.pdf"
"Demeter","https://demeter.life/","","https://www.tokendata.io/assets/logos/demeter.png","Completed","","11/18/2017 - 12/18/2017","","","","https://demeter.life/static/uploads/2017/08/WP_1_2.pdf"
"HolyCoin","https://theholycoin.com/","","https://www.tokendata.io/assets/logos/holycoin.png","Failed","","11/17/2017 - 12/17/2017","","","","https://theholycoin.com/assets/whitepaper.pdf"
"Genaro Support Program","https://genaro.network/en/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/17/2017 - 12/09/2017","","","","https://genaro.network/en/whitepaper/"
"ExsulCoin","https://www.exsulcoin.com/","","https://www.tokendata.io/assets/logos/exsulcoin.png","Failed","","","","","","https://www.exsulcoin.com/docs/exsul-coin-whitepaper-print.pdf"
"Aphelion","https://apheliontoken.com/","","https://www.tokendata.io/assets/logos/aphelion.png","Completed","","11/15/2017 - 12/07/2017","","","","https://apheliontoken.com/wp.html"
"TopiaCoin","https://topiacoin.io/","","https://www.tokendata.io/assets/logos/topiacoin.png","Completed","","04/02/2018 - 05/14/2018","","","","https://topiacoin.io/SDFS.pdf"
"Protex","http://www.protexproject.io/","","https://www.tokendata.io/assets/logos/protex.png","Completed","","11/15/2017 - 12/13/2017","","","","http://www.protexproject.io/wp-content/uploads/2017/10/whitepaper.pdf"
"CryptoCopy","https://www.cryptocopy.me/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","11/11/2017 - 12/25/2017","","","","https://www.cryptocopy.me/whitepaper.pdf"
"jboxcoin","https://jboxcoin.org/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/08/2017 - 12/08/2017","","","","https://drive.google.com/file/d/0BxC2u6uHtVw_YXZ0Z3RrRnlQZ00/view"
"Carblox","https://carblox.io/","","https://www.tokendata.io/assets/logos/carblox.png","Planned","","10/09/2018 - 11/08/2018","","","","https://carblox.io/doc/Carblox_Whitepaper.pdf"
"Districts","https://www.districts.io/","","https://www.tokendata.io/assets/logos/districts.png","Completed","","11/01/2017 - 01/31/2018","","","","https://www.districts.io/DOWNLOAD/PDF/whitepaper.pdf"
"MoneyTree","https://www.moneytree.social/","","https://www.tokendata.io/assets/logos/moneytree.png","Completed","","10/25/2017 - 11/09/2017","","","",""
"Mavin","https://mavin.network/","","https://www.tokendata.io/assets/logos/mavin.png","Planned","","","","","","https://mavin.network/download/whitepaper/Mavin_Whitepaper.pdf"
"STREAM","http://streamtoken.net/","","https://www.tokendata.io/assets/logos/stream.png","Planned","","","","","",""
"Sparta","http://spartaico.com/","","https://www.tokendata.io/assets/logos/sparta.png","Planned","","","","","","http://spartaico.com/wp.html"
"RAO","http://rao.radioyo.fm/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","http://rao.radioyo.fm/RadioYo%20ICO%20(RAO)%20White%20Paper.pdf"
"Polymath","https://polymath.network/","","https://www.tokendata.io/assets/logos/polymath.png","Planned","","","","","",""
"Peerism","http://peerism.org/","","https://www.tokendata.io/assets/logos/peerism.png","Planned","","","","","",""
"MatchUpBox","https://www.matchupbox.com/","","https://www.tokendata.io/assets/logos/matchupbox.png","Failed","","","","","",""
"EverMarkets","https://www.evermarkets.com/","","https://www.tokendata.io/assets/logos/evermarkets.png","Planned","","","","","","https://www.evermarkets.com/whitepaper.pdf"
"Algebraix","https://algebraixdata.com/","","https://www.tokendata.io/assets/logos/algebraix.png","Failed","","","","","","https://1t2cco2x6wih44nq922r5l48-wpengine.netdna-ssl.com/wp-content/uploads/2017/09/PSV-WPv08-09-21-1.pdf"
"Lescoin","https://lescoin.io/","","https://www.tokendata.io/assets/logos/lescoin.png","Failed","","","","","","https://drive.google.com/file/d/0B-o5okWW3V3tRlZUbWxhVGg4NjA/edit"
"Bookira","https://www.bookira.io/","","https://www.tokendata.io/assets/logos/bookira.png","Failed","","09/26/2017 - 10/26/2017","","","","https://www.bookira.io/The_White_Paper_bookira.pdf"
"e-Chat","https://ico.echat.io/?utm_source=tokendata&utm_medium=bn&utm_campaign=1","","https://www.tokendata.io/assets/logos/e-chat.png","Active","","10/16/2017 - 12/30/2017","","","","https://ico.echat.io/static/doc-pdf/e-Chat_Whitepaper_ver13.pdf"
"Silent Notary","https://silentnotary.com/","","https://www.tokendata.io/assets/logos/silent%20notary.png","Completed","","08/21/2017 - 09/04/2017","","","","https://drive.google.com/file/d/0By2meS6G5zw5Wnhvcnh0TmhRR0U/view"
"Truedonate","https://truedonate.io/","","https://www.tokendata.io/assets/logos/truedonate.png","Failed","","","","","","https://truedonate.io/whitepaper"
"WardZ","https://wardz.cc/","","https://www.tokendata.io/assets/logos/wardz.png","Failed","","","","","","https://wardz.cc/whitepaper/wardZ_whitepaper.pdf"
"Prover","https://prover.io/","","https://www.tokendata.io/assets/logos/prover.png","Planned","","","","","","https://prover.io/assets/White_Paper_en.pdf?0914_2"
"Open Money","https://www.openmoney.digital/","","https://www.tokendata.io/assets/logos/open%20money.png","Failed","","","","","","https://github.com/OpenMoneyDigital/WhitePaper/blob/master/open-money-white-paper-english.pdf"
"KDX","http://ico.kodpay.com/","","https://www.tokendata.io/assets/logos/kdx.png","Failed","","","","","",""
"Kapu","https://tec.kapu.one/","","https://www.tokendata.io/assets/logos/kapu.png","Failed","","","","","",""
"Hungry Text","http://www.hungrytext.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"EstateX","https://estatex.net/","","https://www.tokendata.io/assets/logos/estatex.png","Planned","","","","","",""
"CPROP","https://cprop.io/","","https://www.tokendata.io/assets/logos/cprop.png","Completed","","03/21/2018 - 03/31/2018","","","","https://cprop.io/wp-content/uploads/2017/09/CPROP-Whitepaper-V2.2.pdf"
"Bitnation","https://tse.bitnation.co/","","https://www.tokendata.io/assets/logos/bitnation.png","Completed","","03/25/2018 - 04/25/2018","","","","https://github.com/Bit-Nation/Pangea-Docs/blob/master/BITNATION%20Pangea%20Whitepaper%202017.pdf"
"3DES","https://3des.network/","","https://www.tokendata.io/assets/logos/3des.png","Failed","","","","","","https://3des.network/#documentWhitepaper"
"Remechain","https://remechain.io/","","https://www.tokendata.io/assets/logos/remechain.png","Completed","","01/25/2018 - 02/25/2018","","","","https://remechain.io/Whitepaper_eng.pdf"
"Inclusivity","http://inclusivity.network/en/","","https://www.tokendata.io/assets/logos/inclusivity.png","Planned","","","","","","http://inclusivity.network/downloads/inclusivity-network-white-paper-5.1-eng.pdf"
"Algo Token","https://www.algotoken.com/","","https://www.tokendata.io/assets/logos/algo%20token.png","Failed","","","","","","https://docs.wixstatic.com/ugd/6a6f1b_5848a035a7ba446f8492d2455fd31b5f.pdf"
"Fundaria","https://fundaria.com/","","https://www.tokendata.io/assets/logos/fundaria.png","Completed","","11/22/2017 - 12/22/2017","","","",""
"Rhovit","http://rhovit.info/","","https://www.tokendata.io/assets/logos/rhovit.png","Failed","","","","","","http://rhovit.info/whitepaper/"
"WhaleFund","https://whalefund.io/","","https://www.tokendata.io/assets/logos/whalefund.png","Completed","","11/27/2017 - 12/17/2017","","","","https://whalefund.io/WhaleFund_Whitepaper.pdf"
"Arker","https://arker.io/","","https://www.tokendata.io/assets/logos/arker.png","Completed","","11/10/2017 - 12/30/2017","","","","https://arker.io/media/whitepaper.pdf"
"BullToken","https://bulltoken.tech/","","https://www.tokendata.io/assets/logos/bulltoken.png","Completed","","04/01/2018 - 05/19/2018","","","","https://indd.adobe.com/view/cfce1799-35a4-4a7c-8e1e-d8d57d41a98c"
"TakeProfit","https://takeprofit.io/","","https://www.tokendata.io/assets/logos/takeprofit.png","Planned","","","","","","https://takeprofit.io/takeprofit-whitepaper.pdf"
"Vectorspace","http://vectorspace.ai/crowdsale.html","","https://www.tokendata.io/assets/logos/vectorspace.png","Planned","","","","","","http://vectorspace.ai/docs/Vectorspace-whitepaper-v0.27.pdf"
"RUCOIN","http://ru-coin.com/","","https://www.tokendata.io/assets/logos/rucoin.png","Completed","","01/15/2018 - 04/15/2018","","","","http://ico.ru-coin.com/wp-content/uploads/2017/11/White-Paper-EN.pdf"
"XTOKEN","http://xtoken.network/","","https://www.tokendata.io/assets/logos/xtoken.png","Completed","","12/01/2017 - 12/28/2017","","","","http://xtoken.network/whitepaperxtoken.pdf"
"BlockEx","https://daxt.io/","","https://www.tokendata.io/assets/logos/blockex.png","Completed","","02/08/2018 - 02/28/2018","","","","https://daxt.io/dist/BlockEx%20Initial%20Coin%20Offering%20Market%20&%20Digital%20Asset%20Exchange%20Token%20White%20Paper.pdf"
"Revoil","http://revoil.io/","","https://www.tokendata.io/assets/logos/revoil.png","Failed","","","","","","https://dl.dropboxusercontent.com/s/09ajpryumlr55v2/REVOIL.%20WHITE%20PAPER.%20ENG.pdf?dl=0&m="
"ASSPACE TOKEN","https://asspacetoken.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/25/2017 - 01/01/2018","","","","https://github.com/asspacetoken/whitepaper_v.1.01/raw/master/ASSPACETOKEN_whitepaper_v1.01.pdf"
"BITCAPTERA","https://www.bitcaptera.io/","","https://www.tokendata.io/assets/logos/bitcaptera.png","Completed","","11/27/2017 - 01/15/2018","","","","https://www.bitcaptera.io/pdf.php"
"Real Property Token","https://www.rptoken.io/","","https://www.tokendata.io/assets/logos/real%20property%20token.png","Completed","","12/11/2017 - 01/11/2018","","","","https://irp-cdn.multiscreensite.com/cc677c49/files/uploaded/RPToken%20Whitepaper.pdf"
"Ample","https://acoin.ample-cosplay.com/","","https://www.tokendata.io/assets/logos/ample.png","Completed","","12/05/2017 - 01/15/2017","","","","https://acoin.ample-cosplay.com/download_whitepaper/whitepaper_en"
"AriseBank","https://www.arisebank.com/","","https://www.tokendata.io/assets/logos/arisebank.png","Completed","","12/26/2017 - 01/25/2018","","","","https://www.arisebank.com/wp-content/uploads/2017/12/elevator-whitepaper.pdf"
"OILSC","http://oilsc.io/","","https://www.tokendata.io/assets/logos/oilsc.png","Completed","","01/10/2018 - 03/15/2018","","","","http://oilsc.io/docs/OILSC-whitepaper-2017.pdf"
"Ginger Coin","https://ginger-coin.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","12/02/2017 - 12/31/2017","","","","https://ginger-coin.com/files/Whitepaper.pdf"
"Symmetry Fund","http://www.symmetry.fund/","","https://www.tokendata.io/assets/logos/symmetry%20fund.png","Completed","","12/01/2017 - 04/10/2018","","","",""
"BONUM","https://bonumchain.com/","","https://www.tokendata.io/assets/logos/bonum.png","Planned","","","","","","https://bonumchain.com/docs/WP_eng.pdf"
"Hush","https://ico.hush.lu/en/","","https://www.tokendata.io/assets/logos/hush.png","Failed","","02/12/2018 - 03/04/2018","","","","https://ico.hush.lu/wp-content/uploads/2017/11/Hush-Whitepaper-v1.0.pdf"
"BergmannOS","https://ico.bergmannos.com/","","https://www.tokendata.io/assets/logos/bergmannos.png","Completed","","12/11/2017 - 01/11/2018","","","","https://ico.bergmannos.com/Docs/Bergmann_WP_Eng_updated_4.pdf"
"OBIZCOIN","https://www.obizcoin.io/","","https://www.tokendata.io/assets/logos/obizcoin.png","Completed","","12/14/2017 - 01/14/2018","","","",""
"Augmate","https://www.saftlaunch.com/project/augmatesaft","","https://www.tokendata.io/assets/logos/augmate.png","Failed","","","","","","https://www.saftlaunch.com/download/project/C9iENbKfXgexqF0Wp7W9iNA8eYPxLI8zaFzWbJFX.pdf"
"GPCC","https://gpcc.io/","","https://www.tokendata.io/assets/logos/gpcc.png","Completed","","02/07/2018 - 02/28/2018","","","","https://gpcc.io/files/whitepaper.pdf"
"FinTab","http://fintab.io/","","https://www.tokendata.io/assets/logos/fintab.png","Completed","","10/12/2017 - 01/14/2018","","","","https://docs.google.com/document/d/13O2JAcVN693Z_GCj8_rMVyzqLutNM3d_uTNYj5Hc6rw/edit"
"Propify","https://ico.propify.online/","","https://www.tokendata.io/assets/logos/propify.png","Completed","","12/14/2017 - 03/02/2018","","","","https://ico.propify.online/propify_pre-cont_whitepaper_2017.pdf"
"Sintec","http://www.sintec.io/","","https://www.tokendata.io/assets/logos/sintec.png","Completed","","01/25/2018 - 03/03/2018","","","","http://www.sintec.io/static/ver107/pages/whitepaper/en.pdf"
"Impact Earth","https://www.impact.earth/","","https://www.tokendata.io/assets/logos/impact%20earth.png","Completed","","12/12/2017 - 01/31/2018","","","","https://www.impact.earth/files/IMPACTXO_whitepaper.pdf"
"DeedCoin","https://www.deedcoinlaunch.com/","","https://www.tokendata.io/assets/logos/deedcoin.png","Planned","","10/25/2018 - 11/24/2018","","","","https://www.deedcoinlaunch.com/documents/Deedcoin%20White%20Paper.pdf"
"Paynext","https://paynext.io/","","https://www.tokendata.io/assets/logos/paynext.png","Completed","","12/15/2017 - 01/15/2018","","","","https://paynext.io/white-paper"
"WeAre","http://weare.ee/","","https://www.tokendata.io/assets/logos/weare.png","Completed","","12/15/2017 - 02/15/2018","","","","http://weare.ee/doc/whitepaper_en.pdf"
"AdMine","http://admine.io/","","https://www.tokendata.io/assets/logos/admine.png","Failed","","03/19/2018 - 04/20/2018","","","","http://admine.io/material/AdMine_White_Paper_eng.pdf"
"WorldBit","https://worldbit.com/","","https://www.tokendata.io/assets/logos/worldbit.png","Completed","","12/18/2017 - 02/15/2018","","","","https://docs.google.com/document/d/1nF2OUluS5Zcu1i_WCr2fmyD3ZjjCcsQUTBfmtQk73x8/edit"
"Graphene Power","https://gpower.network/","","https://www.tokendata.io/assets/logos/graphene%20power.png","Completed","","12/20/2017 - 01/10/2018","","","","https://gpower.network/files/Whitepaper.pdf"
"BeefCoin","http://beefcoin.org/","","https://www.tokendata.io/assets/logos/beefcoin.png","Failed","","01/01/2018 - 03/31/2018","","","","http://beefcoin.org/BeefCoin_Whitepaper.pdf"
"YOURA","https://www.youra.io/","","https://www.tokendata.io/assets/logos/youra.png","Active","","","","","","https://www.youra.io/assets/documents/youra-whitepaper.pdf"
"BitMinutes","https://www.bitminutes.com/","","https://www.tokendata.io/assets/logos/bitminutes.png","Planned","","","","","","https://www.bitminutes.com/#readWhitepaper"
"Redchain","http://redcha.in/","","https://www.tokendata.io/assets/logos/redchain.png","Failed","","01/01/2018 - 08/01/2018","","","","http://redcha.in/white-paper-eng.pdf"
"Hybrid Betting","https://www.hybridbetting.com/","","https://www.tokendata.io/assets/logos/hybrid%20betting.png","Completed","","04/03/2018 - 04/30/2018","","","","https://www.hybridbetting.com/white-paper/"
"Origami Network","http://ori.network/","","https://www.tokendata.io/assets/logos/origami%20network.png","Completed","","02/23/2018 - 03/23/2018","","","","http://ori.network/wp-content/uploads/2017/11/Origami-Network-Whitepaper-0.1.pdf"
